"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","NtreesNFI2","NtreesNFI3","NtreesNFI4","AgeNFI3","AgeNFI4","SPdevelopmentNFI2","SPdevelopmentNFI2name","SPdevelopmentNFI3","SPdevelopmentNFI3name","SPdevelopmentNFI4","SPdevelopmentNFI4name","Origin1NFI3","Origin1NFI3_EN","Origin2NFI3","Origin2NFI3_EN","Origin1NFI4","Origin1NFI4_EN","Origin2NFI4","Origin2NFI4_EN","SPcoverNFI2","SPcoverNFI3","SPcoverNFI4","RegenerNFI2","RegenerNFI2_EN","RegenerNFI3","RegenerNFI3_EN","RegenerNFI4","RegenerNFI4_EN"
1166,42.390328,-4.86003,"N","N","A","1","295","Prunus spinosa",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,3,">15 stems",NA,NA
1166,42.390328,-4.86003,"N","N","A","1","43","Quercus pyrenaica",NA,3,5,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,NA,NA,3,">15 stems",3,">15 stems"
1167,42.466874,-4.558209,"N","N","A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,42.49721,-4.291234,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,42.486921,-4.40053,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,"1–4 stems"
1177,42.486921,-4.40053,"N","N","A","1","43","Quercus pyrenaica",NA,5,17,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,1,"1–4 stems",1,"1–4 stems"
1178,42.479203,-4.290864,"N","N",NA,NA,"43","Quercus pyrenaica",NA,7,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,80,NA,NA,NA,3,">15 stems",NA,NA
1300,42.75858398,-4.91997952,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,35,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,100,NA,NA,NA,NA,2,"5–15 stems"
1301,42.71438943,-4.86976921,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,42.86819079,-4.82543789,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,42.85018931,-4.82490751,NA,NA,"N","N","42","Quercus petraea",NA,NA,16,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,90,NA,NA,NA,NA,1,"1–4 stems"
1307,42.86896095,-4.77649164,NA,NA,"N","N","42","Quercus petraea",NA,NA,15,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,100,NA,NA,NA,NA,3,">15 stems"
1310,42.72550467,-4.73574954,NA,NA,"N","N","21","Pinus sylvestris",NA,NA,5,NA,10,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,2,"Artificial",2,"Plantation",NA,NA,100,NA,NA,NA,NA,1,"1–4 stems"
1312,42.8518917,-4.71480775,NA,NA,"N","N","42","Quercus petraea",NA,NA,1,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,3,">15 stems"
1312,42.8518917,-4.71480775,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,2,"5–15 stems"
1315,42.8891492,-4.6301157,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,45,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,70,NA,NA,NA,NA,2,"5–15 stems"
1315,42.8891492,-4.6301157,NA,NA,"N","N","71","Fagus sylvatica",NA,NA,6,NA,0,NA,NA,NA,NA,4,"Old growth",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,20,NA,NA,NA,NA,2,"5–15 stems"
1315,42.8891492,-4.6301157,NA,NA,"N","N","74","Corylus avellana",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,2,"5–15 stems"
1318,42.91650037,-4.60633315,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,26,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,80,NA,NA,NA,NA,3,">15 stems"
1319,42.94384682,-4.58252977,NA,NA,"N","N","42","Quercus petraea",NA,NA,24,NA,0,NA,NA,NA,NA,4,"Old growth",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,100,NA,NA,NA,NA,1,"1–4 stems"
1325,42.91750815,-4.53284757,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,6,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,100,NA,NA,NA,NA,3,">15 stems"
1326,42.80048097,-4.52995489,NA,NA,"N","N","37","Juniperus communis",NA,NA,NA,NA,20,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",1,"Seed",NA,NA,30,NA,NA,NA,NA,2,"5–15 stems"
1326,42.80048097,-4.52995489,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,6,NA,20,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,70,NA,NA,NA,NA,3,">15 stems"
1329,42.73761863,-4.51619173,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,42.92699649,-4.49632126,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,1,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,90,NA,NA,NA,NA,1,"1–4 stems"
1332,42.5578875,-4.48746939,NA,NA,"N","N","215","Crataegus monogyna",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,2,"5–15 stems"
1332,42.5578875,-4.48746939,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,1,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,90,NA,NA,NA,NA,3,">15 stems"
1339,42.96379041,-4.43589464,NA,NA,"N","N","215","Crataegus monogyna",NA,NA,2,NA,30,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,40,NA,NA,NA,NA,3,">15 stems"
1348,42.78462548,-4.35840368,NA,NA,"N","N","44","Quercus faginea",NA,NA,4,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,100,NA,NA,NA,NA,2,"5–15 stems"
1354,42.83922226,-4.31065297,NA,NA,"N","N","43","Quercus pyrenaica",NA,NA,26,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,100,NA,NA,NA,NA,3,">15 stems"
1370,42.74099354,-4.23527826,NA,NA,"N","N","44","Quercus faginea",NA,NA,3,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,50,NA,NA,NA,NA,3,">15 stems"
1370,42.74099354,-4.23527826,NA,NA,"N","N","45","Quercus ilex",NA,NA,NA,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,40,NA,NA,NA,NA,1,"1–4 stems"
1372,42.72311773,-4.22270976,NA,NA,"N","N","37","Juniperus communis",NA,NA,6,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",1,"Seed",NA,NA,40,NA,NA,NA,NA,2,"5–15 stems"
1372,42.72311773,-4.22270976,NA,NA,"N","N","44","Quercus faginea",NA,NA,3,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,50,NA,NA,NA,NA,2,"5–15 stems"
